Breach Submission Date,Country,Covered Entity Type,Individuals Affected,Breach Type,Breache location (Asset),Year
03/29/2019,US,Healthcare Provider,67493,Hacking/IT Incident,Network Server,2019
03/29/2019,US,Healthcare Provider,23811,Hacking/IT Incident,Email,2019
03/29/2019,US,Business Associate,17531,Hacking/IT Incident,Email,2019
03/29/2019,US,Business Associate,1191,Unauthorized Access/Disclosure,Paper/Films,2019
03/29/2019,US,Healthcare Provider,14305,Hacking/IT Incident,Email,2019
03/29/2019,US,Healthcare Provider,12542,Hacking/IT Incident,Electronic Medical Record,2019
03/27/2019,US,Healthcare Provider,902,Hacking/IT Incident,Email,2019
03/27/2019,US,Healthcare Provider,8193,Hacking/IT Incident,Network Server,2019
03/26/2019,US,Healthcare Provider,7500,Unauthorized Access/Disclosure,Network Server,2019
03/26/2019,US,Healthcare Provider,20000,Theft,Other,2019
03/25/2019,US,Business Associate,38260,Hacking/IT Incident,Email,2019
03/25/2019,US,Health Plan,38260,Hacking/IT Incident,Email,2019
03/22/2019,US,Healthcare Provider,1902,Unauthorized Access/Disclosure,Other,2019
03/22/2019,US,Healthcare Provider,1200,Hacking/IT Incident,Email,2019
03/22/2019,US,Business Associate,625000,Hacking/IT Incident,Email,2019
03/22/2019,US,Healthcare Provider,404993,Hacking/IT Incident,Email,2019
03/19/2019,US,Health Plan,651,Theft,Laptop,2019
03/18/2019,US,Healthcare Provider,277319,Hacking/IT Incident,Network Server,2019
03/18/2019,US,Healthcare Provider,760,Hacking/IT Incident,Email,2019
03/15/2019,US,Health Plan,1506,Unauthorized Access/Disclosure,Paper/Films,2019
03/15/2019,US,Healthcare Provider,11617,Hacking/IT Incident,Network Server,2019
03/15/2019,US,Business Associate,54528,Hacking/IT Incident,Email,2019
03/14/2019,US,Healthcare Provider,1700,Unauthorized Access/Disclosure,Electronic Medical Record,2019
03/11/2019,US,Health Plan,3146,Unauthorized Access/Disclosure,Paper/Films,2019
03/11/2019,US,Healthcare Provider,3804,Hacking/IT Incident,Network Server,2019
03/09/2019,US,Healthcare Provider,569,Hacking/IT Incident,Email,2019
03/08/2019,US,Healthcare Provider,6314,Unauthorized Access/Disclosure,Other,2019
03/07/2019,US,Healthcare Provider,14894,Hacking/IT Incident,Email,2019
03/07/2019,US,Healthcare Provider,1221,Theft,Desktop Computer,2019
03/06/2019,US,Healthcare Provider,9319,Hacking/IT Incident,Network Server,2019
03/06/2019,US,Healthcare Provider,7678,Hacking/IT Incident,Email,2019
03/06/2019,US,Healthcare Provider,10465,Hacking/IT Incident,Network Server,2019
03/04/2019,US,Healthcare Provider,32178,Hacking/IT Incident,Network Server,2019
03/01/2019,US,Business Associate,2088,Theft,Laptop,2019
03/01/2019,US,Healthcare Provider,500,Hacking/IT Incident,Electronic Medical Record,2019
02/28/2019,US,Healthcare Provider,20420,Hacking/IT Incident,Network Server,2019
02/28/2019,US,Healthcare Provider,44924,Unauthorized Access/Disclosure,Network Server,2019
02/27/2019,US,Health Plan,5569,Hacking/IT Incident,Network Server,2019
02/27/2019,US,Health Plan,1400,Hacking/IT Incident,Network Server,2019
02/22/2019,US,Health Plan,895,Hacking/IT Incident,Network Server,2019
02/22/2019,US,Healthcare Provider,50000,Hacking/IT Incident,Electronic Medical Record,2019
02/21/2019,US,Healthcare Provider,326629,Hacking/IT Incident,Email,2019
02/21/2019,US,Healthcare Provider,6000,Theft,Other,2019
02/20/2019,US,Healthcare Provider,72224,Hacking/IT Incident,Email,2019
02/20/2019,US,Healthcare Provider,5590,Unauthorized Access/Disclosure,Paper/Films,2019
02/20/2019,US,Healthcare Provider,973024,Hacking/IT Incident,Network Server,2019
02/18/2019,US,Healthcare Provider,400000,Hacking/IT Incident,Network Server,2019
02/15/2019,US,Business Associate,2763,Theft,Laptop,2019
02/15/2019,US,Health Plan,18416,Hacking/IT Incident,Network Server,2019
02/15/2019,US,Business Associate,3250,Unauthorized Access/Disclosure,Email,2019
02/15/2019,US,Healthcare Provider,30642,Hacking/IT Incident,Email,2019
02/15/2019,US,Health Plan,1262,Hacking/IT Incident,Email,2019
02/15/2019,US,Healthcare Provider,6000,Hacking/IT Incident,Network Server,2019
02/14/2019,US,Healthcare Provider,12000,Hacking/IT Incident,Network Server,2019
02/11/2019,US,Healthcare Provider,971,Hacking/IT Incident,Email,2019
02/11/2019,US,Business Associate,7300,Hacking/IT Incident,Network Server,2019
02/11/2019,US,Healthcare Provider,1500,Theft,Paper/Films,2019
02/11/2019,US,Healthcare Provider,14000,Hacking/IT Incident,Electronic Medical Record,2019
02/11/2019,US,Healthcare Provider,16440,Unauthorized Access/Disclosure,Electronic Medical Record,2019
02/11/2019,US,Healthcare Provider,908,Unauthorized Access/Disclosure,Paper/Films,2019
02/08/2019,US,Business Associate,2903,Hacking/IT Incident,Network Server,2019
02/08/2019,US,Healthcare Provider,5524,Hacking/IT Incident,Network Server,2019
02/05/2019,US,Healthcare Provider,42161,Hacking/IT Incident,Network Server,2019
02/04/2019,US,Healthcare Provider,2143,Hacking/IT Incident,Email,2019
02/04/2019,US,Healthcare Provider,1300,Hacking/IT Incident,Email,2019
02/04/2019,US,Healthcare Provider,7186,Hacking/IT Incident,Desktop Computer,2019
02/01/2019,US,Healthcare Provider,3472,Theft,Paper/Films,2019
02/01/2019,US,Healthcare Provider,40000,Hacking/IT Incident,Network Server,2019
01/31/2019,US,Healthcare Provider,885,Unauthorized Access/Disclosure,Email,2019
01/30/2019,US,Healthcare Provider,5645,Theft,Paper/Films,2019
01/30/2019,US,Health Plan,2030,Hacking/IT Incident,Email,2019
01/29/2019,US,Business Associate,10866,Theft,Laptop,2019
01/29/2019,US,Healthcare Provider,35253,Hacking/IT Incident,Email,2019
01/29/2019,US,Business Associate,85874,Hacking/IT Incident,Network Server,2019
01/29/2019,US,Healthcare Provider,1950,Unauthorized Access/Disclosure,Email,2019
01/28/2019,US,Healthcare Provider,7175,Hacking/IT Incident,Email,2019
01/26/2019,US,Business Associate,2988,Hacking/IT Incident,Email,2019
01/25/2019,US,Healthcare Provider,23578,Hacking/IT Incident,Electronic Medical Record,2019
01/25/2019,US,Healthcare Provider,12029,Hacking/IT Incident,Email,2019
01/25/2019,US,Business Associate,1808,Unauthorized Access/Disclosure,Other,2019
01/25/2019,US,Health Plan,1625,Unauthorized Access/Disclosure,Other,2019
01/24/2019,US,Health Plan,532,Hacking/IT Incident,Email,2019
01/24/2019,US,Healthcare Provider,700,Theft,Paper/Films,2019
01/23/2019,US,Business Associate,24113,Hacking/IT Incident,Email,2019
01/22/2019,US,Healthcare Provider,6289,Theft,Network Server,2019
01/21/2019,US,Healthcare Provider,23377,Hacking/IT Incident,Email,2019
01/18/2019,US,Healthcare Provider,70799,Hacking/IT Incident,Email,2019
01/18/2019,US,Healthcare Provider,1086,Hacking/IT Incident,Email,2019
01/18/2019,US,Healthcare Provider,6092,Hacking/IT Incident,Network Server,2019
01/18/2019,US,Healthcare Provider,7206,Theft,Laptop,2019
01/18/2019,US,Healthcare Provider,76000,Theft,Other Portable Electronic Device,2019
01/18/2019,US,Health Plan,6877,Unauthorized Access/Disclosure,Paper/Films,2019
01/16/2019,US,Healthcare Provider,1002,Unauthorized Access/Disclosure,Email,2019
01/15/2019,US,Health Plan,598,Hacking/IT Incident,Other,2019
01/14/2019,US,Healthcare Provider,1300,Unauthorized Access/Disclosure,Paper/Films,2019
01/10/2019,US,Healthcare Provider,2266,Hacking/IT Incident,Email,2019
01/09/2019,US,Health Plan,1211,Unauthorized Access/Disclosure,Other,2019
01/08/2019,US,Healthcare Provider,8429,Hacking/IT Incident,Email,2019
01/07/2019,US,Healthcare Provider,1800,Improper Disposal,Paper/Films,2019
01/06/2019,US,Healthcare Provider,2800,Hacking/IT Incident,Desktop Computer,2019
01/03/2019,US,Health Plan,31300,Hacking/IT Incident,Email,2019
01/03/2019,US,Health Plan,576,Unauthorized Access/Disclosure,Paper/Films,2019
01/03/2019,US,Business Associate,111589,Hacking/IT Incident,Email,2019
12/31/2018,US,Health Plan,684,Theft,Paper/Films,2018
12/29/2018,US,Business Associate,4309,Hacking/IT Incident,Email,2018
12/28/2018,US,Business Associate,48471,Hacking/IT Incident,Network Server,2018
12/28/2018,US,Healthcare Provider,85874,Hacking/IT Incident,Network Server,2018
12/27/2018,US,Health Plan,850,Hacking/IT Incident,Email,2018
12/21/2018,US,Health Plan,911,Unauthorized Access/Disclosure,Email,2018
12/21/2018,US,Healthcare Provider,2284,Hacking/IT Incident,Email,2018
12/21/2018,US,Health Plan,656,Unauthorized Access/Disclosure,Email,2018
12/20/2018,US,Healthcare Provider,177890,Hacking/IT Incident,Network Server,2018
12/20/2018,US,Healthcare Provider,24000,Hacking/IT Incident,Other Portable Electronic Device,2018
12/20/2018,US,Healthcare Provider,733,Improper Disposal,Paper/Films,2018
12/19/2018,US,Healthcare Provider,2568,Unauthorized Access/Disclosure,Other,2018
12/19/2018,US,Healthcare Provider,846,Hacking/IT Incident,Other,2018
12/18/2018,US,Healthcare Provider,1045,Hacking/IT Incident,Email,2018
12/18/2018,US,Healthcare Provider,1643,Hacking/IT Incident,Network Server,2018
12/17/2018,US,Healthcare Provider,32470,Hacking/IT Incident,Email,2018
12/17/2018,US,Healthcare Provider,1000,Hacking/IT Incident,Desktop Computer,2018
12/16/2018,US,Healthcare Provider,500,Theft,Desktop Computer,2018
12/14/2018,US,Healthcare Provider,588,Unauthorized Access/Disclosure,Paper/Films,2018
12/13/2018,US,Health Plan,862,Unauthorized Access/Disclosure,Electronic Medical Record,2018
12/13/2018,US,Healthcare Provider,900,Hacking/IT Incident,Other,2018
12/12/2018,US,Healthcare Provider,1000,Unauthorized Access/Disclosure,Electronic Medical Record,2018
12/11/2018,US,Healthcare Provider,258120,Unauthorized Access/Disclosure,Network Server,2018
12/11/2018,US,Healthcare Provider,117905,Hacking/IT Incident,Email,2018
12/08/2018,US,Healthcare Provider,2122,Improper Disposal,Paper/Films,2018
12/04/2018,US,Health Plan,1912,Unauthorized Access/Disclosure,Email,2018
11/30/2018,US,Business Associate,435339,Unauthorized Access/Disclosure,Network Server,2018
11/30/2018,US,Healthcare Provider,722,Unauthorized Access/Disclosure,Other Portable Electronic Device,2018
11/30/2018,US,Healthcare Provider,16000,Hacking/IT Incident,Network Server,2018
11/30/2018,US,Healthcare Provider,1117,Hacking/IT Incident,Email,2018
11/30/2018,US,Healthcare Provider,599,Unauthorized Access/Disclosure,Email,2018
11/30/2018,US,Healthcare Provider,6450,Unauthorized Access/Disclosure,Email,2018
11/28/2018,US,Healthcare Provider,2172,Unauthorized Access/Disclosure,Paper/Films,2018
11/28/2018,US,Healthcare Provider,16276,Hacking/IT Incident,Network Server,2018
11/27/2018,US,Business Associate,2652537,Hacking/IT Incident,Network Server,2018
11/26/2018,US,Healthcare Provider,41948,Hacking/IT Incident,Email,2018
11/26/2018,US,Healthcare Provider,47984,Hacking/IT Incident,Network Server,2018
11/26/2018,US,Healthcare Provider,1971,Unauthorized Access/Disclosure,Electronic Medical Record,2018
11/21/2018,US,Business Associate,7376,Hacking/IT Incident,Network Server,2018
11/20/2018,US,Healthcare Provider,896,Hacking/IT Incident,Email,2018
11/19/2018,US,Healthcare Provider,218055,Hacking/IT Incident,Email,2018
11/19/2018,US,Business Associate,1265,Hacking/IT Incident,Electronic Medical Record,2018
11/19/2018,US,Healthcare Provider,6845,Unauthorized Access/Disclosure,Paper/Films,2018
11/17/2018,US,Business Associate,165800,Hacking/IT Incident,Email,2018
11/16/2018,US,Business Associate,500,Hacking/IT Incident,Network Server,2018
11/16/2018,US,Healthcare Provider,128400,Hacking/IT Incident,Email,2018
11/16/2018,US,Healthcare Provider,20371,Hacking/IT Incident,Network Server,2018
11/16/2018,US,Healthcare Provider,7012,Hacking/IT Incident,Email,2018
11/13/2018,US,Healthcare Provider,5000,Unauthorized Access/Disclosure,Other,2018
11/09/2018,US,Healthcare Provider,3930,Improper Disposal,Paper/Films,2018
11/09/2018,US,Healthcare Provider,912,Hacking/IT Incident,Email,2018
11/09/2018,US,Healthcare Provider,1216,Unauthorized Access/Disclosure,Electronic Medical Record,2018
11/09/2018,US,Healthcare Provider,6845,Hacking/IT Incident,Network Server,2018
11/07/2018,US,Healthcare Provider,543,Unauthorized Access/Disclosure,Paper/Films,2018
11/06/2018,US,Healthcare Provider,2393,Hacking/IT Incident,Email,2018
11/06/2018,US,Healthcare Provider,19254,Unauthorized Access/Disclosure,Paper/Films,2018
11/03/2018,US,Healthcare Provider,4458,Theft,Laptop,2018
11/02/2018,US,Healthcare Provider,5019,Loss,Paper/Films,2018
11/02/2018,US,Healthcare Provider,525,Loss,Paper/Films,2018
11/02/2018,US,Healthcare Provider,40000,Hacking/IT Incident,Network Server,2018
11/02/2018,US,Healthcare Provider,12331,Hacking/IT Incident,Electronic Medical Record,2018
11/01/2018,US,Healthcare Provider,1804,Hacking/IT Incident,Email,2018
10/28/2018,US,Business Associate,614,Unauthorized Access/Disclosure,Other,2018
10/26/2018,US,Healthcare Provider,10124,Theft,Laptop,2018
10/25/2018,US,Health Plan,566217,Hacking/IT Incident,Network Server,2018
10/24/2018,US,Healthcare Provider,9000,Unauthorized Access/Disclosure,Other,2018
10/23/2018,US,Healthcare Provider,5368,Hacking/IT Incident,Email,2018
10/22/2018,US,Healthcare Provider,698,Unauthorized Access/Disclosure,Electronic Medical Record,2018
10/22/2018,US,Healthcare Provider,22416,Hacking/IT Incident,Network Server,2018
10/22/2018,US,Healthcare Provider,39605,Hacking/IT Incident,Network Server,2018
10/17/2018,US,Healthcare Provider,5000,Hacking/IT Incident,Email,2018
10/17/2018,US,Healthcare Provider,1102,Unauthorized Access/Disclosure,Paper/Films,2018
10/15/2018,US,Business Associate,550,Unauthorized Access/Disclosure,Other,2018
10/15/2018,US,Business Associate,1332,Unauthorized Access/Disclosure,Other,2018
10/15/2018,US,Health Plan,1248263,Unauthorized Access/Disclosure,Other,2018
10/12/2018,US,Health Plan,8056,Unauthorized Access/Disclosure,Email,2018
10/12/2018,US,Healthcare Provider,20000,Hacking/IT Incident,Email,2018
10/11/2018,US,Healthcare Provider,2300,Unauthorized Access/Disclosure,Desktop Computer,2018
10/11/2018,US,Health Plan,631,Unauthorized Access/Disclosure,Paper/Films,2018
10/11/2018,US,Healthcare Provider,2300,Theft,Laptop,2018
10/11/2018,US,Healthcare Provider,1431,Theft,Paper/Films,2018
10/11/2018,US,Healthcare Provider,30000,Hacking/IT Incident,Network Server,2018
10/10/2018,US,Healthcare Provider,3000,Theft,Other Portable Electronic Device,2018
10/10/2018,US,Health Plan,3500,Hacking/IT Incident,Network Server,2018
10/09/2018,US,Health Plan,20800,Hacking/IT Incident,Email,2018
10/08/2018,US,Health Plan,813,Hacking/IT Incident,Paper/Films,2018
10/07/2018,US,Healthcare Provider,3000,Hacking/IT Incident,Network Server,2018
10/07/2018,US,Healthcare Provider,10862,Hacking/IT Incident,Network Server,2018
10/05/2018,US,Healthcare Provider,2050,Hacking/IT Incident,Email,2018
10/05/2018,US,Business Associate,37005,Hacking/IT Incident,Email,2018
10/05/2018,US,Healthcare Provider,15974,Hacking/IT Incident,Network Server,2018
10/05/2018,US,Healthcare Provider,42000,Hacking/IT Incident,Email,2018
10/05/2018,US,Healthcare Provider,706,Unauthorized Access/Disclosure,Paper/Films,2018
10/03/2018,US,Healthcare Provider,4058,Hacking/IT Incident,Network Server,2018
10/02/2018,US,Health Plan,586,Unauthorized Access/Disclosure,Paper/Films,2018
09/28/2018,US,Healthcare Provider,3380,Theft,Other Portable Electronic Device,2018
09/28/2018,US,Health Plan,19320,Hacking/IT Incident,Email,2018
09/28/2018,US,Healthcare Provider,3624,Unauthorized Access/Disclosure,Paper/Films,2018
09/26/2018,US,Healthcare Provider,831,Unauthorized Access/Disclosure,Email,2018
09/25/2018,US,Business Associate,2500,Hacking/IT Incident,Network Server,2018
09/25/2018,US,Healthcare Provider,14329,Hacking/IT Incident,Email,2018
09/20/2018,US,Healthcare Provider,1839,Hacking/IT Incident,Email,2018
09/19/2018,US,Business Associate,722,Unauthorized Access/Disclosure,Paper/Films,2018
09/18/2018,US,Healthcare Provider,500,Theft,Paper/Films,2018
09/18/2018,US,Health Plan,1449,Unauthorized Access/Disclosure,Paper/Films,2018
09/17/2018,US,Business Associate,16762,Unauthorized Access/Disclosure,Other,2018
09/14/2018,US,Healthcare Provider,1112,Hacking/IT Incident,Email,2018
09/14/2018,US,Health Plan,26942,Unauthorized Access/Disclosure,Paper/Films,2018
09/13/2018,US,Health Plan,1567,Unauthorized Access/Disclosure,Paper/Films,2018
09/13/2018,US,Healthcare Provider,500,Unauthorized Access/Disclosure,Paper/Films,2018
09/12/2018,US,Healthcare Provider,855,Unauthorized Access/Disclosure,Network Server,2018
09/10/2018,US,Healthcare Provider,1541,Unauthorized Access/Disclosure,Network Server,2018
09/07/2018,US,Healthcare Provider,6510,Hacking/IT Incident,Email,2018
09/07/2018,US,Healthcare Provider,1776,Unauthorized Access/Disclosure,Paper/Films,2018
09/07/2018,US,Healthcare Provider,1494,Unauthorized Access/Disclosure,Electronic Medical Record,2018
09/07/2018,US,Healthcare Provider,861,Unauthorized Access/Disclosure,Paper/Films,2018
09/07/2018,US,Healthcare Provider,565,Hacking/IT Incident,Email,2018
09/05/2018,US,Healthcare Provider,3200,Hacking/IT Incident,Electronic Medical Record,2018
09/04/2018,US,Health Plan,516,Unauthorized Access/Disclosure,Paper/Films,2018
09/01/2018,US,Healthcare Provider,21311,Hacking/IT Incident,Email,2018
08/31/2018,US,Healthcare Provider,4984,Loss,Other Portable Electronic Device,2018
08/31/2018,US,Health Plan,20015,Hacking/IT Incident,Email,2018
08/31/2018,US,Healthcare Provider,1411,Hacking/IT Incident,Email,2018
08/31/2018,US,Healthcare Provider,843,Unauthorized Access/Disclosure,Email,2018
08/31/2018,US,Healthcare Provider,15129,Hacking/IT Incident,Network Server,2018
08/30/2018,US,Healthcare Provider,2000,Hacking/IT Incident,Network Server,2018
08/30/2018,US,Healthcare Provider,40800,Hacking/IT Incident,Network Server,2018
08/30/2018,US,Healthcare Provider,2180,Unauthorized Access/Disclosure,Electronic Medical Record,2018
08/28/2018,US,Healthcare Provider,5000,Improper Disposal,Paper/Films,2018
08/27/2018,US,Business Associate,500,Unauthorized Access/Disclosure,Network Server,2018
08/22/2018,US,Healthcare Provider,2077,Unauthorized Access/Disclosure,Desktop Computer,2018
08/22/2018,US,Business Associate,502416,Hacking/IT Incident,Network Server,2018
08/20/2018,US,Healthcare Provider,38000,Hacking/IT Incident,Email,2018
08/17/2018,US,Business Associate,31151,Hacking/IT Incident,Email,2018
08/17/2018,US,Business Associate,2032,Hacking/IT Incident,Email,2018
08/17/2018,US,Healthcare Provider,1165,Hacking/IT Incident,Email,2018
08/17/2018,US,Healthcare Provider,1790,Hacking/IT Incident,Email,2018
08/16/2018,US,Healthcare Provider,552,Unauthorized Access/Disclosure,Other,2018
08/16/2018,US,Healthcare Provider,18500,Hacking/IT Incident,Email,2018
08/16/2018,US,Healthcare Provider,472413,Hacking/IT Incident,Email,2018
08/10/2018,US,Healthcare Provider,1130,Theft,Paper/Films,2018
08/10/2018,US,Healthcare Provider,10000,Unauthorized Access/Disclosure,Other Portable Electronic Device,2018
08/09/2018,US,Healthcare Provider,1310,Theft,Paper/Films,2018
08/07/2018,US,Healthcare Provider,1290,Hacking/IT Incident,Email,2018
08/06/2018,US,Business Associate,1813,Hacking/IT Incident,Email,2018
08/03/2018,US,Healthcare Provider,4065,Hacking/IT Incident,Network Server,2018
08/03/2018,US,Business Associate,769,Unauthorized Access/Disclosure,Other,2018
08/03/2018,US,Healthcare Provider,2900,Hacking/IT Incident,Network Server,2018
08/03/2018,US,Health Plan,900,Unauthorized Access/Disclosure,Paper/Films,2018
08/01/2018,US,Healthcare Provider,715,Loss,Paper/Films,2018
08/01/2018,US,Healthcare Provider,667,Unauthorized Access/Disclosure,Paper/Films,2018
07/30/2018,US,Healthcare Provider,301000,Improper Disposal,Paper/Films,2018
07/30/2018,US,Business Associate,1421107,Hacking/IT Incident,Email,2018
07/27/2018,US,Healthcare Provider,33821,Hacking/IT Incident,Email,2018
07/27/2018,US,Healthcare Provider,2284,Theft,Laptop,2018
07/27/2018,US,Healthcare Provider,10000,Unauthorized Access/Disclosure,Email,2018
07/20/2018,US,Healthcare Provider,3907,Hacking/IT Incident,Email,2018
07/20/2018,US,Healthcare Provider,105309,Hacking/IT Incident,Email,2018
07/20/2018,US,Healthcare Provider,19807,Hacking/IT Incident,Email,2018
07/20/2018,US,Healthcare Provider,13034,Hacking/IT Incident,Email,2018
07/20/2018,US,Healthcare Provider,679,Hacking/IT Incident,Email,2018
07/20/2018,US,Healthcare Provider,19101,Unauthorized Access/Disclosure,Network Server,2018
07/19/2018,US,Healthcare Provider,6346,Hacking/IT Incident,Network Server,2018
07/19/2018,US,Healthcare Provider,500,Hacking/IT Incident,Network Server,2018
07/17/2018,US,Healthcare Provider,3775,Hacking/IT Incident,Electronic Medical Record,2018
07/16/2018,US,Healthcare Provider,6737,Hacking/IT Incident,Email,2018
07/16/2018,US,Healthcare Provider,2130,Unauthorized Access/Disclosure,Other,2018
07/13/2018,US,Healthcare Provider,1087,Theft,Laptop,2018
07/13/2018,US,Healthcare Provider,1868,Hacking/IT Incident,Email,2018
07/13/2018,US,Healthcare Provider,824,Loss,Paper/Films,2018
07/13/2018,US,Healthcare Provider,9417,Hacking/IT Incident,Email,2018
07/13/2018,US,Healthcare Provider,16154,Improper Disposal,Paper/Films,2018
07/13/2018,US,Healthcare Provider,790,Hacking/IT Incident,Email,2018
07/12/2018,US,Healthcare Provider,2675,Unauthorized Access/Disclosure,Other,2018
07/10/2018,US,Healthcare Provider,44979,Hacking/IT Incident,Electronic Medical Record,2018
07/10/2018,US,Business Associate,205434,Unauthorized Access/Disclosure,Network Server,2018
07/09/2018,US,Business Associate,44600,Hacking/IT Incident,Network Server,2018
07/06/2018,US,Health Plan,4824,Hacking/IT Incident,Email,2018
07/06/2018,US,Healthcare Provider,627,Hacking/IT Incident,Desktop Computer,2018
07/06/2018,US,Healthcare Provider,4686,Unauthorized Access/Disclosure,Electronic Medical Record,2018
07/05/2018,US,Health Plan,2814,Hacking/IT Incident,Email,2018
07/03/2018,US,Healthcare Provider,861,Unauthorized Access/Disclosure,Paper/Films,2018
07/03/2018,US,Healthcare Provider,710,Unauthorized Access/Disclosure,Other,2018
07/02/2018,US,Healthcare Provider,1647,Hacking/IT Incident,Network Server,2018
06/29/2018,US,Healthcare Provider,515,Unauthorized Access/Disclosure,Paper/Films,2018
06/29/2018,US,Healthcare Provider,1887,Unauthorized Access/Disclosure,Email,2018
06/29/2018,US,Healthcare Provider,4521,Unauthorized Access/Disclosure,Electronic Medical Record,2018
06/28/2018,US,Health Plan,501,Hacking/IT Incident,Email,2018
06/28/2018,US,Healthcare Provider,1254,Theft,Paper/Films,2018
06/27/2018,US,Healthcare Provider,1463,Hacking/IT Incident,Other,2018
06/25/2018,US,Healthcare Provider,900,Unauthorized Access/Disclosure,Network Server,2018
06/25/2018,US,Healthcare Provider,871,Theft,Laptop,2018
06/25/2018,US,Healthcare Provider,1303,Hacking/IT Incident,Email,2018
06/22/2018,US,Healthcare Provider,3882,Hacking/IT Incident,Email,2018
06/22/2018,US,Healthcare Provider,1030,Unauthorized Access/Disclosure,Paper/Films,2018
06/19/2018,US,Healthcare Provider,500,Hacking/IT Incident,Network Server,2018
06/19/2018,US,Healthcare Provider,628,Unauthorized Access/Disclosure,Electronic Medical Record,2018
06/16/2018,US,Healthcare Provider,758,Theft,Other Portable Electronic Device,2018
06/15/2018,US,Health Plan,1263,Unauthorized Access/Disclosure,Paper/Films,2018
06/15/2018,US,Healthcare Provider,1805,Theft,Paper/Films,2018
06/15/2018,US,Health Plan,1311,Unauthorized Access/Disclosure,Paper/Films,2018
06/14/2018,US,Healthcare Provider,2500,Hacking/IT Incident,Desktop Computer,2018
06/14/2018,US,Business Associate,276057,Hacking/IT Incident,Desktop Computer,2018
06/13/2018,US,Healthcare Provider,13443,Hacking/IT Incident,Email,2018
06/13/2018,US,Health Plan,1101,Unauthorized Access/Disclosure,Other,2018
06/12/2018,US,Business Associate,16000,Hacking/IT Incident,Email,2018
06/11/2018,US,Healthcare Provider,538,Theft,Desktop Computer,2018
06/10/2018,US,Business Associate,614,Unauthorized Access/Disclosure,Other,2018
06/08/2018,US,Healthcare Provider,7582,Unauthorized Access/Disclosure,Email,2018
06/08/2018,US,Healthcare Provider,2000,Hacking/IT Incident,Email,2018
06/07/2018,US,Healthcare Provider,3731,Hacking/IT Incident,Network Server,2018
06/07/2018,US,Business Associate,1144,Unauthorized Access/Disclosure,Network Server,2018
06/05/2018,US,Healthcare Provider,1618,Hacking/IT Incident,Email,2018
06/02/2018,US,Healthcare Provider,607,Theft,Other Portable Electronic Device,2018
06/01/2018,US,Health Plan,1951,Hacking/IT Incident,Email,2018
06/01/2018,US,Business Associate,597,Unauthorized Access/Disclosure,Other,2018
05/31/2018,US,Healthcare Provider,55947,Unauthorized Access/Disclosure,Email,2018
05/31/2018,US,Healthcare Provider,1266,Unauthorized Access/Disclosure,Email,2018
05/30/2018,US,Healthcare Provider,1357,Unauthorized Access/Disclosure,Electronic Medical Record,2018
05/29/2018,US,Health Plan,10396,Hacking/IT Incident,Email,2018
05/25/2018,US,Healthcare Provider,600,Hacking/IT Incident,Email,2018
05/25/2018,US,Healthcare Provider,1711,Hacking/IT Incident,Desktop Computer,2018
05/25/2018,US,Healthcare Provider,42625,Hacking/IT Incident,Email,2018
05/25/2018,US,Business Associate,4059,Unauthorized Access/Disclosure,Email,2018
05/22/2018,US,Healthcare Provider,566236,Hacking/IT Incident,Network Server,2018
05/22/2018,US,Business Associate,5485,Unauthorized Access/Disclosure,Network Server,2018
05/21/2018,US,Healthcare Provider,1765,Theft,Paper/Films,2018
05/21/2018,US,Healthcare Provider,10000,Hacking/IT Incident,Network Server,2018
05/18/2018,US,Healthcare Provider,42200,Hacking/IT Incident,Desktop Computer,2018
05/18/2018,US,Healthcare Provider,2793,Unauthorized Access/Disclosure,Email,2018
05/18/2018,US,Healthcare Provider,6546,Hacking/IT Incident,Network Server,2018
05/17/2018,US,Healthcare Provider,607,Unauthorized Access/Disclosure,Paper/Films,2018
05/15/2018,US,Healthcare Provider,538127,Hacking/IT Incident,Network Server,2018
05/14/2018,US,Business Associate,508,Unauthorized Access/Disclosure,Paper/Films,2018
05/14/2018,US,Healthcare Provider,2300,Unauthorized Access/Disclosure,Network Server,2018
05/11/2018,US,Health Plan,2078,Unauthorized Access/Disclosure,Paper/Films,2018
05/11/2018,US,Business Associate,1733,Hacking/IT Incident,Email,2018
05/10/2018,US,Healthcare Provider,1764,Unauthorized Access/Disclosure,Paper/Films,2018
05/10/2018,US,Healthcare Provider,2098,Unauthorized Access/Disclosure,Paper/Films,2018
05/10/2018,US,Healthcare Provider,2174,Unauthorized Access/Disclosure,Paper/Films,2018
05/09/2018,US,Business Associate,3758,Unauthorized Access/Disclosure,Other,2018
05/09/2018,US,,2182,Hacking/IT Incident,Email,2018
05/08/2018,US,Business Associate,15552,Hacking/IT Incident,Email,2018
05/08/2018,US,Healthcare Provider,64487,Hacking/IT Incident,Email,2018
05/08/2018,US,Healthcare Provider,8300,Unauthorized Access/Disclosure,Network Server,2018
05/07/2018,US,Healthcare Provider,3453,Unauthorized Access/Disclosure,Network Server,2018
05/04/2018,US,Healthcare Provider,500,Theft,Paper/Films,2018
05/03/2018,US,Healthcare Provider,12724,Hacking/IT Incident,Network Server,2018
04/30/2018,US,Business Associate,1692,Hacking/IT Incident,Email,2018
04/30/2018,US,Healthcare Provider,1331,Theft,Paper/Films,2018
